date,year,month,day,weekday,season,is_weekend,holiday,isMyBirthday
1971-05-03,1971,May,3,Monday,Spring,False,,False
1971-05-04,1971,May,4,Tuesday,Spring,False,,False
1971-05-05,1971,May,5,Wednesday,Spring,False,,False
1971-05-06,1971,May,6,Thursday,Spring,False,,False
1971-05-07,1971,May,7,Friday,Spring,False,,False
1971-05-08,1971,May,8,Saturday,Spring,True,,False
1971-05-09,1971,May,9,Sunday,Spring,True,,False
1971-05-10,1971,May,10,Monday,Spring,False,,False
1971-05-11,1971,May,11,Tuesday,Spring,False,,False
1971-05-12,1971,May,12,Wednesday,Spring,False,,False
1971-05-13,1971,May,13,Thursday,Spring,False,,False
1971-05-14,1971,May,14,Friday,Spring,False,,False
1971-05-15,1971,May,15,Saturday,Spring,True,,False
1971-05-16,1971,May,16,Sunday,Spring,True,,False
1971-05-17,1971,May,17,Monday,Spring,False,,False
1971-05-18,1971,May,18,Tuesday,Spring,False,,False
1971-05-19,1971,May,19,Wednesday,Spring,False,,False
1971-05-20,1971,May,20,Thursday,Spring,False,Hemelvaartsdag,False
1971-05-21,1971,May,21,Friday,Spring,False,,False
1971-05-22,1971,May,22,Saturday,Spring,True,,False
1971-05-23,1971,May,23,Sunday,Spring,True,,False
1971-05-24,1971,May,24,Monday,Spring,False,,False
1971-05-25,1971,May,25,Tuesday,Spring,False,,False
1971-05-26,1971,May,26,Wednesday,Spring,False,,False
1971-05-27,1971,May,27,Thursday,Spring,False,,False
1971-05-28,1971,May,28,Friday,Spring,False,,False
1971-05-29,1971,May,29,Saturday,Spring,True,,False
1971-05-30,1971,May,30,Sunday,Spring,True,Eerste Pinksterdag,False
1971-05-31,1971,May,31,Monday,Spring,False,Tweede Pinksterdag,False
1971-06-01,1971,June,1,Tuesday,Summer,False,,False
1971-06-02,1971,June,2,Wednesday,Summer,False,,False
1971-06-03,1971,June,3,Thursday,Summer,False,,False
1971-06-04,1971,June,4,Friday,Summer,False,,False
1971-06-05,1971,June,5,Saturday,Summer,True,,False
1971-06-06,1971,June,6,Sunday,Summer,True,,False
1971-06-07,1971,June,7,Monday,Summer,False,,False
1971-06-08,1971,June,8,Tuesday,Summer,False,,False
1971-06-09,1971,June,9,Wednesday,Summer,False,,False
1971-06-10,1971,June,10,Thursday,Summer,False,,False
1971-06-11,1971,June,11,Friday,Summer,False,,False
1971-06-12,1971,June,12,Saturday,Summer,True,,False
1971-06-13,1971,June,13,Sunday,Summer,True,,False
1971-06-14,1971,June,14,Monday,Summer,False,,False
1971-06-15,1971,June,15,Tuesday,Summer,False,,False
1971-06-16,1971,June,16,Wednesday,Summer,False,,False
1971-06-17,1971,June,17,Thursday,Summer,False,,False
1971-06-18,1971,June,18,Friday,Summer,False,,False
1971-06-19,1971,June,19,Saturday,Summer,True,,False
1971-06-20,1971,June,20,Sunday,Summer,True,,False
1971-06-21,1971,June,21,Monday,Summer,False,,False
1971-06-22,1971,June,22,Tuesday,Summer,False,,False
1971-06-23,1971,June,23,Wednesday,Summer,False,,False
1971-06-24,1971,June,24,Thursday,Summer,False,,False
1971-06-25,1971,June,25,Friday,Summer,False,,False
1971-06-26,1971,June,26,Saturday,Summer,True,,False
1971-06-27,1971,June,27,Sunday,Summer,True,,False
1971-06-28,1971,June,28,Monday,Summer,False,,False
1971-06-29,1971,June,29,Tuesday,Summer,False,,False
1971-06-30,1971,June,30,Wednesday,Summer,False,,False
1971-07-01,1971,July,1,Thursday,Summer,False,,False
1971-07-02,1971,July,2,Friday,Summer,False,,False
1971-07-03,1971,July,3,Saturday,Summer,True,,False
1971-07-04,1971,July,4,Sunday,Summer,True,,False
1971-07-05,1971,July,5,Monday,Summer,False,,False
1971-07-06,1971,July,6,Tuesday,Summer,False,,False
1971-07-07,1971,July,7,Wednesday,Summer,False,,False
1971-07-08,1971,July,8,Thursday,Summer,False,,False
1971-07-09,1971,July,9,Friday,Summer,False,,False
1971-07-10,1971,July,10,Saturday,Summer,True,,False
1971-07-11,1971,July,11,Sunday,Summer,True,,False
1971-07-12,1971,July,12,Monday,Summer,False,,False
1971-07-13,1971,July,13,Tuesday,Summer,False,,False
1971-07-14,1971,July,14,Wednesday,Summer,False,,False
1971-07-15,1971,July,15,Thursday,Summer,False,,False
1971-07-16,1971,July,16,Friday,Summer,False,,False
1971-07-17,1971,July,17,Saturday,Summer,True,,False
1971-07-18,1971,July,18,Sunday,Summer,True,,False
1971-07-19,1971,July,19,Monday,Summer,False,,False
1971-07-20,1971,July,20,Tuesday,Summer,False,,False
1971-07-21,1971,July,21,Wednesday,Summer,False,,False
1971-07-22,1971,July,22,Thursday,Summer,False,,False
1971-07-23,1971,July,23,Friday,Summer,False,,False
1971-07-24,1971,July,24,Saturday,Summer,True,,False
1971-07-25,1971,July,25,Sunday,Summer,True,,False
1971-07-26,1971,July,26,Monday,Summer,False,,False
1971-07-27,1971,July,27,Tuesday,Summer,False,,False
1971-07-28,1971,July,28,Wednesday,Summer,False,,False
1971-07-29,1971,July,29,Thursday,Summer,False,,False
1971-07-30,1971,July,30,Friday,Summer,False,,False
1971-07-31,1971,July,31,Saturday,Summer,True,,False
1971-08-01,1971,August,1,Sunday,Summer,True,,False
1971-08-02,1971,August,2,Monday,Summer,False,,False
1971-08-03,1971,August,3,Tuesday,Summer,False,,False
1971-08-04,1971,August,4,Wednesday,Summer,False,,False
1971-08-05,1971,August,5,Thursday,Summer,False,,False
1971-08-06,1971,August,6,Friday,Summer,False,,False
1971-08-07,1971,August,7,Saturday,Summer,True,,False
1971-08-08,1971,August,8,Sunday,Summer,True,,False
1971-08-09,1971,August,9,Monday,Summer,False,,False
1971-08-10,1971,August,10,Tuesday,Summer,False,,False
1971-08-11,1971,August,11,Wednesday,Summer,False,,False
1971-08-12,1971,August,12,Thursday,Summer,False,,False
1971-08-13,1971,August,13,Friday,Summer,False,,False
1971-08-14,1971,August,14,Saturday,Summer,True,,False
1971-08-15,1971,August,15,Sunday,Summer,True,,False
1971-08-16,1971,August,16,Monday,Summer,False,,False
1971-08-17,1971,August,17,Tuesday,Summer,False,,False
1971-08-18,1971,August,18,Wednesday,Summer,False,,False
1971-08-19,1971,August,19,Thursday,Summer,False,,False
1971-08-20,1971,August,20,Friday,Summer,False,,False
1971-08-21,1971,August,21,Saturday,Summer,True,,False
1971-08-22,1971,August,22,Sunday,Summer,True,,False
1971-08-23,1971,August,23,Monday,Summer,False,,False
1971-08-24,1971,August,24,Tuesday,Summer,False,,False
1971-08-25,1971,August,25,Wednesday,Summer,False,,False
1971-08-26,1971,August,26,Thursday,Summer,False,,False
1971-08-27,1971,August,27,Friday,Summer,False,,False
1971-08-28,1971,August,28,Saturday,Summer,True,,False
1971-08-29,1971,August,29,Sunday,Summer,True,,False
1971-08-30,1971,August,30,Monday,Summer,False,,False
1971-08-31,1971,August,31,Tuesday,Summer,False,,False
1971-09-01,1971,September,1,Wednesday,Autumn,False,,False
1971-09-02,1971,September,2,Thursday,Autumn,False,,False
1971-09-03,1971,September,3,Friday,Autumn,False,,False
1971-09-04,1971,September,4,Saturday,Autumn,True,,False
1971-09-05,1971,September,5,Sunday,Autumn,True,,False
1971-09-06,1971,September,6,Monday,Autumn,False,,False
1971-09-07,1971,September,7,Tuesday,Autumn,False,,False
1971-09-08,1971,September,8,Wednesday,Autumn,False,,False
1971-09-09,1971,September,9,Thursday,Autumn,False,,False
1971-09-10,1971,September,10,Friday,Autumn,False,,False
1971-09-11,1971,September,11,Saturday,Autumn,True,,False
1971-09-12,1971,September,12,Sunday,Autumn,True,,False
1971-09-13,1971,September,13,Monday,Autumn,False,,False
1971-09-14,1971,September,14,Tuesday,Autumn,False,,False
1971-09-15,1971,September,15,Wednesday,Autumn,False,,False
1971-09-16,1971,September,16,Thursday,Autumn,False,,False
1971-09-17,1971,September,17,Friday,Autumn,False,,False
1971-09-18,1971,September,18,Saturday,Autumn,True,,False
1971-09-19,1971,September,19,Sunday,Autumn,True,,False
1971-09-20,1971,September,20,Monday,Autumn,False,,False
1971-09-21,1971,September,21,Tuesday,Autumn,False,,False
1971-09-22,1971,September,22,Wednesday,Autumn,False,,False
1971-09-23,1971,September,23,Thursday,Autumn,False,,False
1971-09-24,1971,September,24,Friday,Autumn,False,,False
1971-09-25,1971,September,25,Saturday,Autumn,True,,False
1971-09-26,1971,September,26,Sunday,Autumn,True,,False
1971-09-27,1971,September,27,Monday,Autumn,False,,False
1971-09-28,1971,September,28,Tuesday,Autumn,False,,False
1971-09-29,1971,September,29,Wednesday,Autumn,False,,False
1971-09-30,1971,September,30,Thursday,Autumn,False,,False
1971-10-01,1971,October,1,Friday,Autumn,False,,False
1971-10-02,1971,October,2,Saturday,Autumn,True,,False
1971-10-03,1971,October,3,Sunday,Autumn,True,,False
1971-10-04,1971,October,4,Monday,Autumn,False,,False
1971-10-05,1971,October,5,Tuesday,Autumn,False,,False
1971-10-06,1971,October,6,Wednesday,Autumn,False,,False
1971-10-07,1971,October,7,Thursday,Autumn,False,,False
1971-10-08,1971,October,8,Friday,Autumn,False,,False
1971-10-09,1971,October,9,Saturday,Autumn,True,,False
1971-10-10,1971,October,10,Sunday,Autumn,True,,False
1971-10-11,1971,October,11,Monday,Autumn,False,,False
1971-10-12,1971,October,12,Tuesday,Autumn,False,,False
1971-10-13,1971,October,13,Wednesday,Autumn,False,,False
1971-10-14,1971,October,14,Thursday,Autumn,False,,False
1971-10-15,1971,October,15,Friday,Autumn,False,,False
1971-10-16,1971,October,16,Saturday,Autumn,True,,False
1971-10-17,1971,October,17,Sunday,Autumn,True,,False
1971-10-18,1971,October,18,Monday,Autumn,False,,False
1971-10-19,1971,October,19,Tuesday,Autumn,False,,False
1971-10-20,1971,October,20,Wednesday,Autumn,False,,False
1971-10-21,1971,October,21,Thursday,Autumn,False,,False
1971-10-22,1971,October,22,Friday,Autumn,False,,False
1971-10-23,1971,October,23,Saturday,Autumn,True,,False
1971-10-24,1971,October,24,Sunday,Autumn,True,,False
1971-10-25,1971,October,25,Monday,Autumn,False,,False
1971-10-26,1971,October,26,Tuesday,Autumn,False,,False
1971-10-27,1971,October,27,Wednesday,Autumn,False,,False
1971-10-28,1971,October,28,Thursday,Autumn,False,,False
1971-10-29,1971,October,29,Friday,Autumn,False,,False
1971-10-30,1971,October,30,Saturday,Autumn,True,,False
1971-10-31,1971,October,31,Sunday,Autumn,True,,False
1971-11-01,1971,November,1,Monday,Autumn,False,,False
1971-11-02,1971,November,2,Tuesday,Autumn,False,,False
1971-11-03,1971,November,3,Wednesday,Autumn,False,,False
1971-11-04,1971,November,4,Thursday,Autumn,False,,False
1971-11-05,1971,November,5,Friday,Autumn,False,,False
1971-11-06,1971,November,6,Saturday,Autumn,True,,False
1971-11-07,1971,November,7,Sunday,Autumn,True,,False
1971-11-08,1971,November,8,Monday,Autumn,False,,False
1971-11-09,1971,November,9,Tuesday,Autumn,False,,False
1971-11-10,1971,November,10,Wednesday,Autumn,False,,False
1971-11-11,1971,November,11,Thursday,Autumn,False,,False
1971-11-12,1971,November,12,Friday,Autumn,False,,False
1971-11-13,1971,November,13,Saturday,Autumn,True,,False
1971-11-14,1971,November,14,Sunday,Autumn,True,,False
1971-11-15,1971,November,15,Monday,Autumn,False,,False
1971-11-16,1971,November,16,Tuesday,Autumn,False,,False
1971-11-17,1971,November,17,Wednesday,Autumn,False,,False
1971-11-18,1971,November,18,Thursday,Autumn,False,,False
1971-11-19,1971,November,19,Friday,Autumn,False,,False
1971-11-20,1971,November,20,Saturday,Autumn,True,,False
1971-11-21,1971,November,21,Sunday,Autumn,True,,False
1971-11-22,1971,November,22,Monday,Autumn,False,,False
1971-11-23,1971,November,23,Tuesday,Autumn,False,,False
1971-11-24,1971,November,24,Wednesday,Autumn,False,,False
1971-11-25,1971,November,25,Thursday,Autumn,False,,False
1971-11-26,1971,November,26,Friday,Autumn,False,,False
1971-11-27,1971,November,27,Saturday,Autumn,True,,False
1971-11-28,1971,November,28,Sunday,Autumn,True,,False
1971-11-29,1971,November,29,Monday,Autumn,False,,False
1971-11-30,1971,November,30,Tuesday,Autumn,False,,False
1971-12-01,1971,December,1,Wednesday,Winter,False,,False
1971-12-02,1971,December,2,Thursday,Winter,False,,False
1971-12-03,1971,December,3,Friday,Winter,False,,False
1971-12-04,1971,December,4,Saturday,Winter,True,,False
1971-12-05,1971,December,5,Sunday,Winter,True,,False
1971-12-06,1971,December,6,Monday,Winter,False,,False
1971-12-07,1971,December,7,Tuesday,Winter,False,,False
1971-12-08,1971,December,8,Wednesday,Winter,False,,False
1971-12-09,1971,December,9,Thursday,Winter,False,,False
1971-12-10,1971,December,10,Friday,Winter,False,,False
1971-12-11,1971,December,11,Saturday,Winter,True,,False
1971-12-12,1971,December,12,Sunday,Winter,True,,False
1971-12-13,1971,December,13,Monday,Winter,False,,False
1971-12-14,1971,December,14,Tuesday,Winter,False,,False
1971-12-15,1971,December,15,Wednesday,Winter,False,,False
1971-12-16,1971,December,16,Thursday,Winter,False,,False
1971-12-17,1971,December,17,Friday,Winter,False,,False
1971-12-18,1971,December,18,Saturday,Winter,True,,False
1971-12-19,1971,December,19,Sunday,Winter,True,,False
1971-12-20,1971,December,20,Monday,Winter,False,,False
1971-12-21,1971,December,21,Tuesday,Winter,False,,False
1971-12-22,1971,December,22,Wednesday,Winter,False,,False
1971-12-23,1971,December,23,Thursday,Winter,False,,False
1971-12-24,1971,December,24,Friday,Winter,False,,False
1971-12-25,1971,December,25,Saturday,Winter,True,Eerste Kerstdag,False
1971-12-26,1971,December,26,Sunday,Winter,True,Tweede Kerstdag,False
1971-12-27,1971,December,27,Monday,Winter,False,,False
1971-12-28,1971,December,28,Tuesday,Winter,False,,False
1971-12-29,1971,December,29,Wednesday,Winter,False,,False
1971-12-30,1971,December,30,Thursday,Winter,False,,False
1971-12-31,1971,December,31,Friday,Winter,False,,False
1972-01-01,1972,January,1,Saturday,Winter,True,Nieuwjaarsdag,False
1972-01-02,1972,January,2,Sunday,Winter,True,,False
1972-01-03,1972,January,3,Monday,Winter,False,,False
1972-01-04,1972,January,4,Tuesday,Winter,False,,False
1972-01-05,1972,January,5,Wednesday,Winter,False,,False
1972-01-06,1972,January,6,Thursday,Winter,False,,False
1972-01-07,1972,January,7,Friday,Winter,False,,False
1972-01-08,1972,January,8,Saturday,Winter,True,,False
1972-01-09,1972,January,9,Sunday,Winter,True,,False
1972-01-10,1972,January,10,Monday,Winter,False,,False
1972-01-11,1972,January,11,Tuesday,Winter,False,,False
1972-01-12,1972,January,12,Wednesday,Winter,False,,False
1972-01-13,1972,January,13,Thursday,Winter,False,,False
1972-01-14,1972,January,14,Friday,Winter,False,,False
1972-01-15,1972,January,15,Saturday,Winter,True,,False
1972-01-16,1972,January,16,Sunday,Winter,True,,False
1972-01-17,1972,January,17,Monday,Winter,False,,False
1972-01-18,1972,January,18,Tuesday,Winter,False,,False
1972-01-19,1972,January,19,Wednesday,Winter,False,,False
1972-01-20,1972,January,20,Thursday,Winter,False,,False
1972-01-21,1972,January,21,Friday,Winter,False,,False
1972-01-22,1972,January,22,Saturday,Winter,True,,False
1972-01-23,1972,January,23,Sunday,Winter,True,,False
1972-01-24,1972,January,24,Monday,Winter,False,,False
1972-01-25,1972,January,25,Tuesday,Winter,False,,False
1972-01-26,1972,January,26,Wednesday,Winter,False,,False
1972-01-27,1972,January,27,Thursday,Winter,False,,False
1972-01-28,1972,January,28,Friday,Winter,False,,False
1972-01-29,1972,January,29,Saturday,Winter,True,,False
1972-01-30,1972,January,30,Sunday,Winter,True,,False
1972-01-31,1972,January,31,Monday,Winter,False,,False
1972-02-01,1972,February,1,Tuesday,Winter,False,,False
1972-02-02,1972,February,2,Wednesday,Winter,False,,False
1972-02-03,1972,February,3,Thursday,Winter,False,,False
1972-02-04,1972,February,4,Friday,Winter,False,,False
1972-02-05,1972,February,5,Saturday,Winter,True,,False
1972-02-06,1972,February,6,Sunday,Winter,True,,False
1972-02-07,1972,February,7,Monday,Winter,False,,False
1972-02-08,1972,February,8,Tuesday,Winter,False,,False
1972-02-09,1972,February,9,Wednesday,Winter,False,,False
1972-02-10,1972,February,10,Thursday,Winter,False,,False
1972-02-11,1972,February,11,Friday,Winter,False,,False
1972-02-12,1972,February,12,Saturday,Winter,True,,False
1972-02-13,1972,February,13,Sunday,Winter,True,,False
1972-02-14,1972,February,14,Monday,Winter,False,,False
1972-02-15,1972,February,15,Tuesday,Winter,False,,False
1972-02-16,1972,February,16,Wednesday,Winter,False,,False
1972-02-17,1972,February,17,Thursday,Winter,False,,False
1972-02-18,1972,February,18,Friday,Winter,False,,False
1972-02-19,1972,February,19,Saturday,Winter,True,,False
1972-02-20,1972,February,20,Sunday,Winter,True,,False
1972-02-21,1972,February,21,Monday,Winter,False,,False
1972-02-22,1972,February,22,Tuesday,Winter,False,,False
1972-02-23,1972,February,23,Wednesday,Winter,False,,False
1972-02-24,1972,February,24,Thursday,Winter,False,,False
1972-02-25,1972,February,25,Friday,Winter,False,,False
1972-02-26,1972,February,26,Saturday,Winter,True,,False
1972-02-27,1972,February,27,Sunday,Winter,True,,False
1972-02-28,1972,February,28,Monday,Winter,False,,False
1972-02-29,1972,February,29,Tuesday,Winter,False,,False
1972-03-01,1972,March,1,Wednesday,Spring,False,,False
1972-03-02,1972,March,2,Thursday,Spring,False,,False
1972-03-03,1972,March,3,Friday,Spring,False,,False
1972-03-04,1972,March,4,Saturday,Spring,True,,False
1972-03-05,1972,March,5,Sunday,Spring,True,,False
1972-03-06,1972,March,6,Monday,Spring,False,,False
1972-03-07,1972,March,7,Tuesday,Spring,False,,False
1972-03-08,1972,March,8,Wednesday,Spring,False,,False
1972-03-09,1972,March,9,Thursday,Spring,False,,False
1972-03-10,1972,March,10,Friday,Spring,False,,False
1972-03-11,1972,March,11,Saturday,Spring,True,,False
1972-03-12,1972,March,12,Sunday,Spring,True,,False
1972-03-13,1972,March,13,Monday,Spring,False,,False
1972-03-14,1972,March,14,Tuesday,Spring,False,,False
1972-03-15,1972,March,15,Wednesday,Spring,False,,False
1972-03-16,1972,March,16,Thursday,Spring,False,,False
1972-03-17,1972,March,17,Friday,Spring,False,,False
1972-03-18,1972,March,18,Saturday,Spring,True,,False
1972-03-19,1972,March,19,Sunday,Spring,True,,False
1972-03-20,1972,March,20,Monday,Spring,False,,False
1972-03-21,1972,March,21,Tuesday,Spring,False,,False
1972-03-22,1972,March,22,Wednesday,Spring,False,,False
1972-03-23,1972,March,23,Thursday,Spring,False,,False
1972-03-24,1972,March,24,Friday,Spring,False,,False
1972-03-25,1972,March,25,Saturday,Spring,True,,False
1972-03-26,1972,March,26,Sunday,Spring,True,,False
1972-03-27,1972,March,27,Monday,Spring,False,,False
1972-03-28,1972,March,28,Tuesday,Spring,False,,False
1972-03-29,1972,March,29,Wednesday,Spring,False,,False
1972-03-30,1972,March,30,Thursday,Spring,False,,False
1972-03-31,1972,March,31,Friday,Spring,False,Goede Vrijdag,False
1972-04-01,1972,April,1,Saturday,Spring,True,,False
1972-04-02,1972,April,2,Sunday,Spring,True,Eerste Paasdag,False
1972-04-03,1972,April,3,Monday,Spring,False,Tweede Paasdag,False
1972-04-04,1972,April,4,Tuesday,Spring,False,,False
1972-04-05,1972,April,5,Wednesday,Spring,False,,False
1972-04-06,1972,April,6,Thursday,Spring,False,,False
1972-04-07,1972,April,7,Friday,Spring,False,,False
1972-04-08,1972,April,8,Saturday,Spring,True,,False
1972-04-09,1972,April,9,Sunday,Spring,True,,False
