date,year,month,day,weekday,season,is_weekend,holiday,isMyBirthday
2001-01-18,2001,January,18,Thursday,Winter,False,,False
2001-01-19,2001,January,19,Friday,Winter,False,,False
2001-01-20,2001,January,20,Saturday,Winter,True,,False
2001-01-21,2001,January,21,Sunday,Winter,True,,False
2001-01-22,2001,January,22,Monday,Winter,False,,False
2001-01-23,2001,January,23,Tuesday,Winter,False,,False
2001-01-24,2001,January,24,Wednesday,Winter,False,,False
2001-01-25,2001,January,25,Thursday,Winter,False,,False
2001-01-26,2001,January,26,Friday,Winter,False,,False
2001-01-27,2001,January,27,Saturday,Winter,True,,False
2001-01-28,2001,January,28,Sunday,Winter,True,,False
2001-01-29,2001,January,29,Monday,Winter,False,,False
2001-01-30,2001,January,30,Tuesday,Winter,False,,False
2001-01-31,2001,January,31,Wednesday,Winter,False,,False
2001-02-01,2001,February,1,Thursday,Winter,False,,False
2001-02-02,2001,February,2,Friday,Winter,False,,False
2001-02-03,2001,February,3,Saturday,Winter,True,,False
2001-02-04,2001,February,4,Sunday,Winter,True,,False
2001-02-05,2001,February,5,Monday,Winter,False,,False
2001-02-06,2001,February,6,Tuesday,Winter,False,,False
2001-02-07,2001,February,7,Wednesday,Winter,False,,False
2001-02-08,2001,February,8,Thursday,Winter,False,,False
2001-02-09,2001,February,9,Friday,Winter,False,,False
2001-02-10,2001,February,10,Saturday,Winter,True,,False
2001-02-11,2001,February,11,Sunday,Winter,True,,False
2001-02-12,2001,February,12,Monday,Winter,False,,False
2001-02-13,2001,February,13,Tuesday,Winter,False,,False
2001-02-14,2001,February,14,Wednesday,Winter,False,,False
2001-02-15,2001,February,15,Thursday,Winter,False,,False
2001-02-16,2001,February,16,Friday,Winter,False,,False
2001-02-17,2001,February,17,Saturday,Winter,True,,False
2001-02-18,2001,February,18,Sunday,Winter,True,,False
2001-02-19,2001,February,19,Monday,Winter,False,,False
2001-02-20,2001,February,20,Tuesday,Winter,False,,False
2001-02-21,2001,February,21,Wednesday,Winter,False,,False
2001-02-22,2001,February,22,Thursday,Winter,False,,False
2001-02-23,2001,February,23,Friday,Winter,False,,False
2001-02-24,2001,February,24,Saturday,Winter,True,,False
2001-02-25,2001,February,25,Sunday,Winter,True,,False
2001-02-26,2001,February,26,Monday,Winter,False,,False
2001-02-27,2001,February,27,Tuesday,Winter,False,,False
2001-02-28,2001,February,28,Wednesday,Winter,False,,False
2001-03-01,2001,March,1,Thursday,Spring,False,,False
2001-03-02,2001,March,2,Friday,Spring,False,,False
2001-03-03,2001,March,3,Saturday,Spring,True,,False
2001-03-04,2001,March,4,Sunday,Spring,True,,False
2001-03-05,2001,March,5,Monday,Spring,False,,False
2001-03-06,2001,March,6,Tuesday,Spring,False,,False
2001-03-07,2001,March,7,Wednesday,Spring,False,,False
2001-03-08,2001,March,8,Thursday,Spring,False,,False
2001-03-09,2001,March,9,Friday,Spring,False,,False
2001-03-10,2001,March,10,Saturday,Spring,True,,False
2001-03-11,2001,March,11,Sunday,Spring,True,,False
2001-03-12,2001,March,12,Monday,Spring,False,,False
2001-03-13,2001,March,13,Tuesday,Spring,False,,False
2001-03-14,2001,March,14,Wednesday,Spring,False,,False
2001-03-15,2001,March,15,Thursday,Spring,False,,False
2001-03-16,2001,March,16,Friday,Spring,False,,False
2001-03-17,2001,March,17,Saturday,Spring,True,,False
2001-03-18,2001,March,18,Sunday,Spring,True,,False
2001-03-19,2001,March,19,Monday,Spring,False,,False
2001-03-20,2001,March,20,Tuesday,Spring,False,,False
2001-03-21,2001,March,21,Wednesday,Spring,False,,False
2001-03-22,2001,March,22,Thursday,Spring,False,,False
2001-03-23,2001,March,23,Friday,Spring,False,,False
2001-03-24,2001,March,24,Saturday,Spring,True,,False
2001-03-25,2001,March,25,Sunday,Spring,True,,False
2001-03-26,2001,March,26,Monday,Spring,False,,False
2001-03-27,2001,March,27,Tuesday,Spring,False,,False
2001-03-28,2001,March,28,Wednesday,Spring,False,,False
2001-03-29,2001,March,29,Thursday,Spring,False,,False
2001-03-30,2001,March,30,Friday,Spring,False,,False
2001-03-31,2001,March,31,Saturday,Spring,True,,False
2001-04-01,2001,April,1,Sunday,Spring,True,,False
2001-04-02,2001,April,2,Monday,Spring,False,,False
2001-04-03,2001,April,3,Tuesday,Spring,False,,False
2001-04-04,2001,April,4,Wednesday,Spring,False,,False
2001-04-05,2001,April,5,Thursday,Spring,False,,False
2001-04-06,2001,April,6,Friday,Spring,False,,False
2001-04-07,2001,April,7,Saturday,Spring,True,,False
2001-04-08,2001,April,8,Sunday,Spring,True,,False
2001-04-09,2001,April,9,Monday,Spring,False,,False
2001-04-10,2001,April,10,Tuesday,Spring,False,,False
2001-04-11,2001,April,11,Wednesday,Spring,False,,False
2001-04-12,2001,April,12,Thursday,Spring,False,,False
2001-04-13,2001,April,13,Friday,Spring,False,Goede Vrijdag,False
2001-04-14,2001,April,14,Saturday,Spring,True,,False
2001-04-15,2001,April,15,Sunday,Spring,True,Eerste Paasdag,False
2001-04-16,2001,April,16,Monday,Spring,False,Tweede Paasdag,False
2001-04-17,2001,April,17,Tuesday,Spring,False,,False
2001-04-18,2001,April,18,Wednesday,Spring,False,,False
2001-04-19,2001,April,19,Thursday,Spring,False,,False
2001-04-20,2001,April,20,Friday,Spring,False,,False
2001-04-21,2001,April,21,Saturday,Spring,True,,False
2001-04-22,2001,April,22,Sunday,Spring,True,,False
2001-04-23,2001,April,23,Monday,Spring,False,,False
2001-04-24,2001,April,24,Tuesday,Spring,False,,False
2001-04-25,2001,April,25,Wednesday,Spring,False,,False
2001-04-26,2001,April,26,Thursday,Spring,False,,False
2001-04-27,2001,April,27,Friday,Spring,False,,False
2001-04-28,2001,April,28,Saturday,Spring,True,,False
2001-04-29,2001,April,29,Sunday,Spring,True,,False
2001-04-30,2001,April,30,Monday,Spring,False,Koninginnedag,False
2001-05-01,2001,May,1,Tuesday,Spring,False,,False
2001-05-02,2001,May,2,Wednesday,Spring,False,,False
2001-05-03,2001,May,3,Thursday,Spring,False,,False
2001-05-04,2001,May,4,Friday,Spring,False,,False
2001-05-05,2001,May,5,Saturday,Spring,True,,False
2001-05-06,2001,May,6,Sunday,Spring,True,,False
2001-05-07,2001,May,7,Monday,Spring,False,,False
2001-05-08,2001,May,8,Tuesday,Spring,False,,False
2001-05-09,2001,May,9,Wednesday,Spring,False,,False
2001-05-10,2001,May,10,Thursday,Spring,False,,False
2001-05-11,2001,May,11,Friday,Spring,False,,False
2001-05-12,2001,May,12,Saturday,Spring,True,,False
2001-05-13,2001,May,13,Sunday,Spring,True,,False
2001-05-14,2001,May,14,Monday,Spring,False,,False
2001-05-15,2001,May,15,Tuesday,Spring,False,,False
2001-05-16,2001,May,16,Wednesday,Spring,False,,False
2001-05-17,2001,May,17,Thursday,Spring,False,,False
2001-05-18,2001,May,18,Friday,Spring,False,,False
2001-05-19,2001,May,19,Saturday,Spring,True,,False
2001-05-20,2001,May,20,Sunday,Spring,True,,False
2001-05-21,2001,May,21,Monday,Spring,False,,False
2001-05-22,2001,May,22,Tuesday,Spring,False,,False
2001-05-23,2001,May,23,Wednesday,Spring,False,,False
2001-05-24,2001,May,24,Thursday,Spring,False,Hemelvaartsdag,False
2001-05-25,2001,May,25,Friday,Spring,False,,False
2001-05-26,2001,May,26,Saturday,Spring,True,,False
2001-05-27,2001,May,27,Sunday,Spring,True,,False
2001-05-28,2001,May,28,Monday,Spring,False,,False
2001-05-29,2001,May,29,Tuesday,Spring,False,,False
2001-05-30,2001,May,30,Wednesday,Spring,False,,False
2001-05-31,2001,May,31,Thursday,Spring,False,,False
2001-06-01,2001,June,1,Friday,Summer,False,,False
2001-06-02,2001,June,2,Saturday,Summer,True,,False
2001-06-03,2001,June,3,Sunday,Summer,True,Eerste Pinksterdag,False
2001-06-04,2001,June,4,Monday,Summer,False,Tweede Pinksterdag,False
2001-06-05,2001,June,5,Tuesday,Summer,False,,False
2001-06-06,2001,June,6,Wednesday,Summer,False,,False
2001-06-07,2001,June,7,Thursday,Summer,False,,False
2001-06-08,2001,June,8,Friday,Summer,False,,False
2001-06-09,2001,June,9,Saturday,Summer,True,,False
2001-06-10,2001,June,10,Sunday,Summer,True,,False
2001-06-11,2001,June,11,Monday,Summer,False,,False
2001-06-12,2001,June,12,Tuesday,Summer,False,,False
2001-06-13,2001,June,13,Wednesday,Summer,False,,False
2001-06-14,2001,June,14,Thursday,Summer,False,,False
2001-06-15,2001,June,15,Friday,Summer,False,,False
2001-06-16,2001,June,16,Saturday,Summer,True,,False
2001-06-17,2001,June,17,Sunday,Summer,True,,False
2001-06-18,2001,June,18,Monday,Summer,False,,False
2001-06-19,2001,June,19,Tuesday,Summer,False,,False
2001-06-20,2001,June,20,Wednesday,Summer,False,,False
2001-06-21,2001,June,21,Thursday,Summer,False,,False
2001-06-22,2001,June,22,Friday,Summer,False,,False
2001-06-23,2001,June,23,Saturday,Summer,True,,False
2001-06-24,2001,June,24,Sunday,Summer,True,,False
2001-06-25,2001,June,25,Monday,Summer,False,,False
2001-06-26,2001,June,26,Tuesday,Summer,False,,False
2001-06-27,2001,June,27,Wednesday,Summer,False,,False
2001-06-28,2001,June,28,Thursday,Summer,False,,False
2001-06-29,2001,June,29,Friday,Summer,False,,False
2001-06-30,2001,June,30,Saturday,Summer,True,,False
2001-07-01,2001,July,1,Sunday,Summer,True,,False
2001-07-02,2001,July,2,Monday,Summer,False,,False
2001-07-03,2001,July,3,Tuesday,Summer,False,,False
2001-07-04,2001,July,4,Wednesday,Summer,False,,False
2001-07-05,2001,July,5,Thursday,Summer,False,,False
2001-07-06,2001,July,6,Friday,Summer,False,,False
2001-07-07,2001,July,7,Saturday,Summer,True,,False
2001-07-08,2001,July,8,Sunday,Summer,True,,False
2001-07-09,2001,July,9,Monday,Summer,False,,False
2001-07-10,2001,July,10,Tuesday,Summer,False,,False
2001-07-11,2001,July,11,Wednesday,Summer,False,,False
2001-07-12,2001,July,12,Thursday,Summer,False,,False
2001-07-13,2001,July,13,Friday,Summer,False,,False
2001-07-14,2001,July,14,Saturday,Summer,True,,False
2001-07-15,2001,July,15,Sunday,Summer,True,,False
2001-07-16,2001,July,16,Monday,Summer,False,,False
2001-07-17,2001,July,17,Tuesday,Summer,False,,False
2001-07-18,2001,July,18,Wednesday,Summer,False,,False
2001-07-19,2001,July,19,Thursday,Summer,False,,False
2001-07-20,2001,July,20,Friday,Summer,False,,False
2001-07-21,2001,July,21,Saturday,Summer,True,,False
2001-07-22,2001,July,22,Sunday,Summer,True,,False
2001-07-23,2001,July,23,Monday,Summer,False,,False
2001-07-24,2001,July,24,Tuesday,Summer,False,,False
2001-07-25,2001,July,25,Wednesday,Summer,False,,False
2001-07-26,2001,July,26,Thursday,Summer,False,,False
2001-07-27,2001,July,27,Friday,Summer,False,,False
2001-07-28,2001,July,28,Saturday,Summer,True,,False
2001-07-29,2001,July,29,Sunday,Summer,True,,False
2001-07-30,2001,July,30,Monday,Summer,False,,False
2001-07-31,2001,July,31,Tuesday,Summer,False,,False
2001-08-01,2001,August,1,Wednesday,Summer,False,,False
2001-08-02,2001,August,2,Thursday,Summer,False,,False
2001-08-03,2001,August,3,Friday,Summer,False,,False
2001-08-04,2001,August,4,Saturday,Summer,True,,False
2001-08-05,2001,August,5,Sunday,Summer,True,,False
2001-08-06,2001,August,6,Monday,Summer,False,,False
2001-08-07,2001,August,7,Tuesday,Summer,False,,False
2001-08-08,2001,August,8,Wednesday,Summer,False,,False
2001-08-09,2001,August,9,Thursday,Summer,False,,False
2001-08-10,2001,August,10,Friday,Summer,False,,False
2001-08-11,2001,August,11,Saturday,Summer,True,,False
2001-08-12,2001,August,12,Sunday,Summer,True,,False
2001-08-13,2001,August,13,Monday,Summer,False,,False
2001-08-14,2001,August,14,Tuesday,Summer,False,,False
2001-08-15,2001,August,15,Wednesday,Summer,False,,False
2001-08-16,2001,August,16,Thursday,Summer,False,,False
2001-08-17,2001,August,17,Friday,Summer,False,,False
2001-08-18,2001,August,18,Saturday,Summer,True,,False
2001-08-19,2001,August,19,Sunday,Summer,True,,False
2001-08-20,2001,August,20,Monday,Summer,False,,False
2001-08-21,2001,August,21,Tuesday,Summer,False,,False
2001-08-22,2001,August,22,Wednesday,Summer,False,,False
2001-08-23,2001,August,23,Thursday,Summer,False,,False
2001-08-24,2001,August,24,Friday,Summer,False,,False
2001-08-25,2001,August,25,Saturday,Summer,True,,False
2001-08-26,2001,August,26,Sunday,Summer,True,,False
2001-08-27,2001,August,27,Monday,Summer,False,,False
2001-08-28,2001,August,28,Tuesday,Summer,False,,False
2001-08-29,2001,August,29,Wednesday,Summer,False,,False
2001-08-30,2001,August,30,Thursday,Summer,False,,False
2001-08-31,2001,August,31,Friday,Summer,False,,False
2001-09-01,2001,September,1,Saturday,Autumn,True,,False
2001-09-02,2001,September,2,Sunday,Autumn,True,,False
2001-09-03,2001,September,3,Monday,Autumn,False,,False
2001-09-04,2001,September,4,Tuesday,Autumn,False,,False
2001-09-05,2001,September,5,Wednesday,Autumn,False,,False
2001-09-06,2001,September,6,Thursday,Autumn,False,,False
2001-09-07,2001,September,7,Friday,Autumn,False,,False
2001-09-08,2001,September,8,Saturday,Autumn,True,,False
2001-09-09,2001,September,9,Sunday,Autumn,True,,False
2001-09-10,2001,September,10,Monday,Autumn,False,,False
2001-09-11,2001,September,11,Tuesday,Autumn,False,,False
2001-09-12,2001,September,12,Wednesday,Autumn,False,,False
2001-09-13,2001,September,13,Thursday,Autumn,False,,False
2001-09-14,2001,September,14,Friday,Autumn,False,,False
2001-09-15,2001,September,15,Saturday,Autumn,True,,False
2001-09-16,2001,September,16,Sunday,Autumn,True,,False
2001-09-17,2001,September,17,Monday,Autumn,False,,False
2001-09-18,2001,September,18,Tuesday,Autumn,False,,False
2001-09-19,2001,September,19,Wednesday,Autumn,False,,False
2001-09-20,2001,September,20,Thursday,Autumn,False,,False
2001-09-21,2001,September,21,Friday,Autumn,False,,False
2001-09-22,2001,September,22,Saturday,Autumn,True,,False
2001-09-23,2001,September,23,Sunday,Autumn,True,,False
2001-09-24,2001,September,24,Monday,Autumn,False,,False
2001-09-25,2001,September,25,Tuesday,Autumn,False,,False
2001-09-26,2001,September,26,Wednesday,Autumn,False,,False
2001-09-27,2001,September,27,Thursday,Autumn,False,,False
2001-09-28,2001,September,28,Friday,Autumn,False,,False
2001-09-29,2001,September,29,Saturday,Autumn,True,,False
2001-09-30,2001,September,30,Sunday,Autumn,True,,False
2001-10-01,2001,October,1,Monday,Autumn,False,,False
2001-10-02,2001,October,2,Tuesday,Autumn,False,,False
2001-10-03,2001,October,3,Wednesday,Autumn,False,,False
2001-10-04,2001,October,4,Thursday,Autumn,False,,False
2001-10-05,2001,October,5,Friday,Autumn,False,,False
2001-10-06,2001,October,6,Saturday,Autumn,True,,False
2001-10-07,2001,October,7,Sunday,Autumn,True,,False
2001-10-08,2001,October,8,Monday,Autumn,False,,False
2001-10-09,2001,October,9,Tuesday,Autumn,False,,False
2001-10-10,2001,October,10,Wednesday,Autumn,False,,False
2001-10-11,2001,October,11,Thursday,Autumn,False,,False
2001-10-12,2001,October,12,Friday,Autumn,False,,False
2001-10-13,2001,October,13,Saturday,Autumn,True,,False
2001-10-14,2001,October,14,Sunday,Autumn,True,,False
2001-10-15,2001,October,15,Monday,Autumn,False,,False
2001-10-16,2001,October,16,Tuesday,Autumn,False,,False
2001-10-17,2001,October,17,Wednesday,Autumn,False,,False
2001-10-18,2001,October,18,Thursday,Autumn,False,,False
2001-10-19,2001,October,19,Friday,Autumn,False,,False
2001-10-20,2001,October,20,Saturday,Autumn,True,,False
2001-10-21,2001,October,21,Sunday,Autumn,True,,False
2001-10-22,2001,October,22,Monday,Autumn,False,,False
2001-10-23,2001,October,23,Tuesday,Autumn,False,,False
2001-10-24,2001,October,24,Wednesday,Autumn,False,,False
2001-10-25,2001,October,25,Thursday,Autumn,False,,False
2001-10-26,2001,October,26,Friday,Autumn,False,,False
2001-10-27,2001,October,27,Saturday,Autumn,True,,False
2001-10-28,2001,October,28,Sunday,Autumn,True,,False
2001-10-29,2001,October,29,Monday,Autumn,False,,False
2001-10-30,2001,October,30,Tuesday,Autumn,False,,False
2001-10-31,2001,October,31,Wednesday,Autumn,False,,False
2001-11-01,2001,November,1,Thursday,Autumn,False,,False
2001-11-02,2001,November,2,Friday,Autumn,False,,False
2001-11-03,2001,November,3,Saturday,Autumn,True,,False
2001-11-04,2001,November,4,Sunday,Autumn,True,,False
2001-11-05,2001,November,5,Monday,Autumn,False,,False
2001-11-06,2001,November,6,Tuesday,Autumn,False,,False
2001-11-07,2001,November,7,Wednesday,Autumn,False,,False
2001-11-08,2001,November,8,Thursday,Autumn,False,,False
2001-11-09,2001,November,9,Friday,Autumn,False,,False
2001-11-10,2001,November,10,Saturday,Autumn,True,,False
2001-11-11,2001,November,11,Sunday,Autumn,True,,False
2001-11-12,2001,November,12,Monday,Autumn,False,,False
2001-11-13,2001,November,13,Tuesday,Autumn,False,,False
2001-11-14,2001,November,14,Wednesday,Autumn,False,,False
2001-11-15,2001,November,15,Thursday,Autumn,False,,False
2001-11-16,2001,November,16,Friday,Autumn,False,,False
2001-11-17,2001,November,17,Saturday,Autumn,True,,False
2001-11-18,2001,November,18,Sunday,Autumn,True,,False
2001-11-19,2001,November,19,Monday,Autumn,False,,False
2001-11-20,2001,November,20,Tuesday,Autumn,False,,False
2001-11-21,2001,November,21,Wednesday,Autumn,False,,False
2001-11-22,2001,November,22,Thursday,Autumn,False,,False
2001-11-23,2001,November,23,Friday,Autumn,False,,False
2001-11-24,2001,November,24,Saturday,Autumn,True,,False
2001-11-25,2001,November,25,Sunday,Autumn,True,,False
2001-11-26,2001,November,26,Monday,Autumn,False,,False
2001-11-27,2001,November,27,Tuesday,Autumn,False,,False
2001-11-28,2001,November,28,Wednesday,Autumn,False,,False
2001-11-29,2001,November,29,Thursday,Autumn,False,,False
2001-11-30,2001,November,30,Friday,Autumn,False,,False
2001-12-01,2001,December,1,Saturday,Winter,True,,False
2001-12-02,2001,December,2,Sunday,Winter,True,,False
2001-12-03,2001,December,3,Monday,Winter,False,,False
2001-12-04,2001,December,4,Tuesday,Winter,False,,False
2001-12-05,2001,December,5,Wednesday,Winter,False,,False
2001-12-06,2001,December,6,Thursday,Winter,False,,False
2001-12-07,2001,December,7,Friday,Winter,False,,False
2001-12-08,2001,December,8,Saturday,Winter,True,,False
2001-12-09,2001,December,9,Sunday,Winter,True,,False
2001-12-10,2001,December,10,Monday,Winter,False,,False
2001-12-11,2001,December,11,Tuesday,Winter,False,,False
2001-12-12,2001,December,12,Wednesday,Winter,False,,False
2001-12-13,2001,December,13,Thursday,Winter,False,,False
2001-12-14,2001,December,14,Friday,Winter,False,,False
2001-12-15,2001,December,15,Saturday,Winter,True,,False
2001-12-16,2001,December,16,Sunday,Winter,True,,False
2001-12-17,2001,December,17,Monday,Winter,False,,False
2001-12-18,2001,December,18,Tuesday,Winter,False,,False
2001-12-19,2001,December,19,Wednesday,Winter,False,,False
2001-12-20,2001,December,20,Thursday,Winter,False,,False
2001-12-21,2001,December,21,Friday,Winter,False,,False
2001-12-22,2001,December,22,Saturday,Winter,True,,False
2001-12-23,2001,December,23,Sunday,Winter,True,,False
2001-12-24,2001,December,24,Monday,Winter,False,,False
2001-12-25,2001,December,25,Tuesday,Winter,False,Eerste Kerstdag,False
2001-12-26,2001,December,26,Wednesday,Winter,False,Tweede Kerstdag,False
2001-12-27,2001,December,27,Thursday,Winter,False,,False
2001-12-28,2001,December,28,Friday,Winter,False,,False
2001-12-29,2001,December,29,Saturday,Winter,True,,False
2001-12-30,2001,December,30,Sunday,Winter,True,,False
2001-12-31,2001,December,31,Monday,Winter,False,,False
2002-01-01,2002,January,1,Tuesday,Winter,False,Nieuwjaarsdag,False
2002-01-02,2002,January,2,Wednesday,Winter,False,,False
2002-01-03,2002,January,3,Thursday,Winter,False,,False
2002-01-04,2002,January,4,Friday,Winter,False,,False
2002-01-05,2002,January,5,Saturday,Winter,True,,False
2002-01-06,2002,January,6,Sunday,Winter,True,,False
2002-01-07,2002,January,7,Monday,Winter,False,,False
2002-01-08,2002,January,8,Tuesday,Winter,False,,False
2002-01-09,2002,January,9,Wednesday,Winter,False,,False
2002-01-10,2002,January,10,Thursday,Winter,False,,False
2002-01-11,2002,January,11,Friday,Winter,False,,False
2002-01-12,2002,January,12,Saturday,Winter,True,,False
2002-01-13,2002,January,13,Sunday,Winter,True,,False
2002-01-14,2002,January,14,Monday,Winter,False,,False
2002-01-15,2002,January,15,Tuesday,Winter,False,,False
2002-01-16,2002,January,16,Wednesday,Winter,False,,False
2002-01-17,2002,January,17,Thursday,Winter,False,,False
2002-01-18,2002,January,18,Friday,Winter,False,,False
2002-01-19,2002,January,19,Saturday,Winter,True,,False
2002-01-20,2002,January,20,Sunday,Winter,True,,False
2002-01-21,2002,January,21,Monday,Winter,False,,False
2002-01-22,2002,January,22,Tuesday,Winter,False,,False
2002-01-23,2002,January,23,Wednesday,Winter,False,,False
2002-01-24,2002,January,24,Thursday,Winter,False,,False
2002-01-25,2002,January,25,Friday,Winter,False,,False
2002-01-26,2002,January,26,Saturday,Winter,True,,False
2002-01-27,2002,January,27,Sunday,Winter,True,,False
2002-01-28,2002,January,28,Monday,Winter,False,,False
2002-01-29,2002,January,29,Tuesday,Winter,False,,False
2002-01-30,2002,January,30,Wednesday,Winter,False,,False
2002-01-31,2002,January,31,Thursday,Winter,False,,False
2002-02-01,2002,February,1,Friday,Winter,False,,False
2002-02-02,2002,February,2,Saturday,Winter,True,,False
2002-02-03,2002,February,3,Sunday,Winter,True,,False
2002-02-04,2002,February,4,Monday,Winter,False,,False
2002-02-05,2002,February,5,Tuesday,Winter,False,,False
2002-02-06,2002,February,6,Wednesday,Winter,False,,False
2002-02-07,2002,February,7,Thursday,Winter,False,,False
2002-02-08,2002,February,8,Friday,Winter,False,,False
2002-02-09,2002,February,9,Saturday,Winter,True,,False
2002-02-10,2002,February,10,Sunday,Winter,True,,False
2002-02-11,2002,February,11,Monday,Winter,False,,False
2002-02-12,2002,February,12,Tuesday,Winter,False,,False
2002-02-13,2002,February,13,Wednesday,Winter,False,,False
2002-02-14,2002,February,14,Thursday,Winter,False,,False
2002-02-15,2002,February,15,Friday,Winter,False,,False
2002-02-16,2002,February,16,Saturday,Winter,True,,False
2002-02-17,2002,February,17,Sunday,Winter,True,,False
2002-02-18,2002,February,18,Monday,Winter,False,,False
2002-02-19,2002,February,19,Tuesday,Winter,False,,False
2002-02-20,2002,February,20,Wednesday,Winter,False,,False
2002-02-21,2002,February,21,Thursday,Winter,False,,False
2002-02-22,2002,February,22,Friday,Winter,False,,False
2002-02-23,2002,February,23,Saturday,Winter,True,,False
2002-02-24,2002,February,24,Sunday,Winter,True,,False
2002-02-25,2002,February,25,Monday,Winter,False,,False
2002-02-26,2002,February,26,Tuesday,Winter,False,,False
2002-02-27,2002,February,27,Wednesday,Winter,False,,False
2002-02-28,2002,February,28,Thursday,Winter,False,,False
2002-03-01,2002,March,1,Friday,Spring,False,,False
2002-03-02,2002,March,2,Saturday,Spring,True,,False
2002-03-03,2002,March,3,Sunday,Spring,True,,False
2002-03-04,2002,March,4,Monday,Spring,False,,False
2002-03-05,2002,March,5,Tuesday,Spring,False,,False
2002-03-06,2002,March,6,Wednesday,Spring,False,,False
2002-03-07,2002,March,7,Thursday,Spring,False,,False
2002-03-08,2002,March,8,Friday,Spring,False,,False
2002-03-09,2002,March,9,Saturday,Spring,True,,False
2002-03-10,2002,March,10,Sunday,Spring,True,,False
2002-03-11,2002,March,11,Monday,Spring,False,,False
2002-03-12,2002,March,12,Tuesday,Spring,False,,False
2002-03-13,2002,March,13,Wednesday,Spring,False,,False
2002-03-14,2002,March,14,Thursday,Spring,False,,False
2002-03-15,2002,March,15,Friday,Spring,False,,False
2002-03-16,2002,March,16,Saturday,Spring,True,,False
2002-03-17,2002,March,17,Sunday,Spring,True,,False
2002-03-18,2002,March,18,Monday,Spring,False,,False
2002-03-19,2002,March,19,Tuesday,Spring,False,,False
2002-03-20,2002,March,20,Wednesday,Spring,False,,False
2002-03-21,2002,March,21,Thursday,Spring,False,,False
2002-03-22,2002,March,22,Friday,Spring,False,,False
2002-03-23,2002,March,23,Saturday,Spring,True,,False
2002-03-24,2002,March,24,Sunday,Spring,True,,False
2002-03-25,2002,March,25,Monday,Spring,False,,False
2002-03-26,2002,March,26,Tuesday,Spring,False,,False
2002-03-27,2002,March,27,Wednesday,Spring,False,,False
2002-03-28,2002,March,28,Thursday,Spring,False,,False
2002-03-29,2002,March,29,Friday,Spring,False,Goede Vrijdag,False
2002-03-30,2002,March,30,Saturday,Spring,True,,False
2002-03-31,2002,March,31,Sunday,Spring,True,Eerste Paasdag,False
2002-04-01,2002,April,1,Monday,Spring,False,Tweede Paasdag,False
2002-04-02,2002,April,2,Tuesday,Spring,False,,False
2002-04-03,2002,April,3,Wednesday,Spring,False,,False
2002-04-04,2002,April,4,Thursday,Spring,False,,False
2002-04-05,2002,April,5,Friday,Spring,False,,False
2002-04-06,2002,April,6,Saturday,Spring,True,,False
2002-04-07,2002,April,7,Sunday,Spring,True,,False
2002-04-08,2002,April,8,Monday,Spring,False,,False
2002-04-09,2002,April,9,Tuesday,Spring,False,,False
2002-04-10,2002,April,10,Wednesday,Spring,False,,False
2002-04-11,2002,April,11,Thursday,Spring,False,,False
2002-04-12,2002,April,12,Friday,Spring,False,,False
2002-04-13,2002,April,13,Saturday,Spring,True,,False
2002-04-14,2002,April,14,Sunday,Spring,True,,False
2002-04-15,2002,April,15,Monday,Spring,False,,False
2002-04-16,2002,April,16,Tuesday,Spring,False,,False
2002-04-17,2002,April,17,Wednesday,Spring,False,,False
2002-04-18,2002,April,18,Thursday,Spring,False,,False
2002-04-19,2002,April,19,Friday,Spring,False,,False
2002-04-20,2002,April,20,Saturday,Spring,True,,False
2002-04-21,2002,April,21,Sunday,Spring,True,,False
2002-04-22,2002,April,22,Monday,Spring,False,,False
2002-04-23,2002,April,23,Tuesday,Spring,False,,False
2002-04-24,2002,April,24,Wednesday,Spring,False,,False
2002-04-25,2002,April,25,Thursday,Spring,False,,False
2002-04-26,2002,April,26,Friday,Spring,False,,False
2002-04-27,2002,April,27,Saturday,Spring,True,,False
2002-04-28,2002,April,28,Sunday,Spring,True,,False
2002-04-29,2002,April,29,Monday,Spring,False,,False
2002-04-30,2002,April,30,Tuesday,Spring,False,Koninginnedag,False
2002-05-01,2002,May,1,Wednesday,Spring,False,,False
2002-05-02,2002,May,2,Thursday,Spring,False,,False
2002-05-03,2002,May,3,Friday,Spring,False,,False
2002-05-04,2002,May,4,Saturday,Spring,True,,False
2002-05-05,2002,May,5,Sunday,Spring,True,,False
2002-05-06,2002,May,6,Monday,Spring,False,,False
2002-05-07,2002,May,7,Tuesday,Spring,False,,False
2002-05-08,2002,May,8,Wednesday,Spring,False,,False
2002-05-09,2002,May,9,Thursday,Spring,False,Hemelvaartsdag,False
2002-05-10,2002,May,10,Friday,Spring,False,,False
2002-05-11,2002,May,11,Saturday,Spring,True,,False
2002-05-12,2002,May,12,Sunday,Spring,True,,False
2002-05-13,2002,May,13,Monday,Spring,False,,False
2002-05-14,2002,May,14,Tuesday,Spring,False,,False
2002-05-15,2002,May,15,Wednesday,Spring,False,,False
2002-05-16,2002,May,16,Thursday,Spring,False,,False
2002-05-17,2002,May,17,Friday,Spring,False,,False
2002-05-18,2002,May,18,Saturday,Spring,True,,False
2002-05-19,2002,May,19,Sunday,Spring,True,Eerste Pinksterdag,False
2002-05-20,2002,May,20,Monday,Spring,False,Tweede Pinksterdag,False
2002-05-21,2002,May,21,Tuesday,Spring,False,,False
